-4.995 	400 	1.4474e-11 	100000
-4.985 	400 	1.65194e-11 	100000
-4.975 	400 	1.85274e-11 	100000
-4.965 	400 	1.82175e-11 	100000
-4.955 	400 	1.76111e-11 	100000
-4.945 	400 	1.82111e-11 	100000
-4.935 	400 	1.83592e-11 	100000
-4.925 	400 	1.82625e-11 	100000
-4.915 	400 	1.55346e-11 	100000
-4.905 	400 	1.65943e-11 	100000
-4.895 	400 	1.47362e-11 	100000
-4.885 	400 	1.78578e-11 	100000
-4.875 	400 	1.57957e-11 	100000
-4.865 	400 	1.66124e-11 	100000
-4.855 	400 	1.50425e-11 	100000
-4.845 	400 	1.67255e-11 	100000
-4.835 	400 	1.57592e-11 	100000
-4.825 	400 	1.76053e-11 	100000
-4.815 	400 	1.27693e-11 	100000
-4.805 	400 	1.30549e-11 	100000
-4.795 	400 	1.26556e-11 	100000
-4.785 	400 	1.4258e-11 	100000
-4.775 	400 	1.22004e-11 	100000
-4.765 	400 	1.38227e-11 	100000
-4.755 	400 	1.06094e-11 	100000
-4.745 	400 	1.50306e-11 	100000
-4.735 	400 	1.12924e-11 	100000
-4.725 	400 	1.18165e-11 	100000
-4.715 	400 	8.41037e-12 	100000
-4.705 	400 	8.56815e-12 	100000
-4.695 	400 	1.15699e-11 	100000
-4.685 	400 	1.26481e-11 	100000
-4.675 	400 	1.21838e-11 	100000
-4.665 	400 	1.09e-11 	100000
-4.655 	400 	1.48483e-11 	100000
-4.645 	400 	9.35504e-12 	100000
-4.635 	400 	1.21261e-11 	100000
-4.625 	400 	9.16526e-12 	100000
-4.615 	400 	1.33643e-11 	100000
-4.605 	400 	9.99056e-12 	100000
-4.595 	400 	1.30282e-11 	100000
-4.585 	400 	8.19641e-12 	100000
-4.575 	400 	1.05231e-11 	100000
-4.565 	400 	6.12452e-12 	100000
-4.555 	400 	9.52656e-12 	100000
-4.545 	400 	7.26441e-12 	100000
-4.535 	400 	8.75827e-12 	100000
-4.525 	400 	7.5666e-12 	100000
-4.515 	400 	6.20302e-12 	100000
-4.505 	400 	4.63682e-12 	100000
-4.495 	400 	5.76717e-12 	100000
-4.485 	400 	2.20194e-12 	100000
-4.475 	400 	2.33165e-12 	100000
-4.465 	400 	5.24232e-12 	100000
-4.455 	400 	2.96253e-12 	100000
-4.445 	400 	5.60846e-12 	100000
-4.435 	400 	1.61408e-12 	100000
-4.425 	400 	3.15455e-12 	100000
-4.415 	400 	2.3234e-12 	100000
-4.405 	400 	3.00106e-12 	100000
-4.395 	400 	2.02643e-13 	100000
-4.385 	400 	1.6984e-13 	100000
-4.375 	400 	8.1127e-13 	100000
-4.365 	400 	1.28147e-12 	100000
-4.355 	400 	4.5184e-12 	100000
-4.345 	400 	2.71661e-12 	100000
-4.335 	400 	4.8241e-12 	100000
-4.325 	400 	4.86645e-12 	100000
-4.315 	400 	1.03133e-11 	100000
-4.305 	400 	5.17723e-12 	100000
-4.295 	400 	6.12649e-12 	100000
-4.285 	400 	4.3357e-12 	100000
-4.275 	400 	5.83319e-12 	100000
-4.265 	400 	5.51438e-12 	100000
-4.255 	400 	6.88498e-12 	100000
-4.245 	400 	2.95516e-12 	100000
-4.235 	400 	6.60155e-12 	100000
-4.225 	400 	4.15365e-12 	100000
-4.215 	400 	4.66901e-12 	100000
-4.205 	400 	5.5669e-12 	100000
-4.195 	400 	4.77481e-12 	100000
-4.185 	400 	3.68401e-12 	100000
-4.175 	400 	5.89076e-12 	100000
-4.165 	400 	5.30597e-12 	100000
-4.155 	400 	5.98317e-12 	100000
