-4.995 	400 	9.89033e-12 	100000
-4.985 	400 	1.05257e-11 	100000
-4.975 	400 	1.40067e-11 	100000
-4.965 	400 	1.1646e-11 	100000
-4.955 	400 	1.11651e-11 	100000
-4.945 	400 	1.12366e-11 	100000
-4.935 	400 	9.61412e-12 	100000
-4.925 	400 	1.1896e-11 	100000
-4.915 	400 	1.11283e-11 	100000
-4.905 	400 	1.1375e-11 	100000
-4.895 	400 	8.35191e-12 	100000
-4.885 	400 	1.07629e-11 	100000
-4.875 	400 	8.75517e-12 	100000
-4.865 	400 	9.28981e-12 	100000
-4.855 	400 	8.34685e-12 	100000
-4.845 	400 	1.00326e-11 	100000
-4.835 	400 	9.0583e-12 	100000
-4.825 	400 	9.56456e-12 	100000
-4.815 	400 	7.21558e-12 	100000
-4.805 	400 	1.14008e-11 	100000
-4.795 	400 	1.05736e-11 	100000
-4.785 	400 	1.13496e-11 	100000
-4.775 	400 	1.22184e-11 	100000
-4.765 	400 	1.46105e-11 	100000
-4.755 	400 	1.19096e-11 	100000
-4.745 	400 	1.26035e-11 	100000
-4.735 	400 	7.63898e-12 	100000
-4.725 	400 	9.28359e-12 	100000
-4.715 	400 	6.46399e-12 	100000
-4.705 	400 	8.40909e-12 	100000
-4.695 	400 	6.39697e-12 	100000
-4.685 	400 	4.6133e-12 	100000
-4.675 	400 	4.08888e-12 	100000
-4.665 	400 	3.17766e-12 	100000
-4.655 	400 	4.61245e-12 	100000
-4.645 	400 	8.63559e-13 	100000
-4.635 	400 	3.98002e-12 	100000
-4.625 	400 	3.09212e-12 	100000
-4.615 	400 	5.59355e-12 	100000
-4.605 	400 	3.50531e-12 	100000
-4.595 	400 	4.72803e-12 	100000
-4.585 	400 	3.97532e-12 	100000
-4.575 	400 	2.53831e-12 	100000
-4.565 	400 	1.74557e-12 	100000
-4.555 	400 	5.90241e-13 	100000
-4.545 	400 	3.11733e-12 	100000
-4.535 	400 	3.04907e-13 	100000
-4.525 	400 	1.8312e-13 	100000
-4.515 	400 	1.97958e-12 	100000
-4.505 	400 	3.52549e-12 	100000
-4.495 	400 	4.78953e-13 	100000
-4.485 	400 	4.07142e-12 	100000
-4.475 	400 	1.20492e-12 	100000
-4.465 	400 	4.23279e-12 	100000
-4.455 	400 	1.66305e-12 	100000
-4.445 	400 	2.18883e-13 	100000
-4.435 	400 	1.94216e-12 	100000
-4.425 	400 	2.44658e-12 	100000
-4.415 	400 	4.36914e-12 	100000
-4.405 	400 	5.19908e-12 	100000
-4.395 	400 	3.16426e-12 	100000
-4.385 	400 	5.5946e-12 	100000
-4.375 	400 	5.7143e-12 	100000
-4.365 	400 	5.98713e-12 	100000
-4.355 	400 	1.52809e-12 	100000
-4.345 	400 	3.24862e-12 	100000
-4.335 	400 	3.08986e-12 	100000
-4.325 	400 	6.26219e-12 	100000
-4.315 	400 	3.02201e-14 	100000
-4.305 	400 	1.27259e-12 	100000
-4.295 	400 	3.66404e-12 	100000
-4.285 	400 	1.6199e-12 	100000
-4.275 	400 	1.60533e-12 	100000
-4.265 	400 	2.14112e-12 	100000
-4.255 	400 	2.3191e-12 	100000
-4.245 	400 	4.55204e-13 	100000
-4.235 	400 	1.53359e-13 	100000
-4.225 	400 	1.49414e-12 	100000
-4.215 	400 	1.93437e-12 	100000
-4.205 	400 	4.11185e-12 	100000
-4.195 	400 	5.43652e-12 	100000
-4.185 	400 	4.48069e-12 	100000
-4.175 	400 	6.26418e-12 	100000
-4.165 	400 	7.2537e-12 	100000
-4.155 	400 	6.65767e-12 	100000
-4.145 	400 	8.80724e-12 	100000
-4.135 	400 	7.08265e-12 	100000
-4.125 	400 	7.70301e-12 	100000
-4.115 	400 	6.38111e-12 	100000
-4.105 	400 	9.96945e-12 	100000
-4.095 	400 	6.60129e-12 	100000
-4.085 	400 	1.02504e-11 	100000
-4.075 	400 	6.49491e-12 	100000
-4.065 	400 	6.76556e-12 	100000
-4.055 	400 	5.97007e-12 	100000
